"School ID","School Name","Decile","From","To","Number of deciles"
2061,"TKKM o Waioweka",1,2000,2017,1
2062,"Te Kura Maori-a-Rohe o Waiohau",1,2000,2017,1
2063,"Waiotahe Valley School",3,2000,2017,2
2063,"Waiotahe Valley School",4,2005,2007,2
2064,"Waipa School",1,2000,2007,2
2064,"Waipa School",2,2008,2017,2
2065,"Waipahihi School",7,2000,2017,3
2065,"Waipahihi School",8,2003,2014,3
2065,"Waipahihi School",9,2005,2006,3
2066,"Wairakei School",2,2003,2007,3
2066,"Wairakei School",3,2000,2002,3
2066,"Wairakei School",5,2008,2017,3
2067,"Wairata School",5,2000,2000,1
2068,"Te Kura o Waitahanui",1,2000,2007,2
2068,"Te Kura o Waitahanui",2,2008,2017,2
2069,"Waitakaruru School",5,2010,2014,4
2069,"Waitakaruru School",6,2000,2017,4
2069,"Waitakaruru School",7,2003,2009,4
2069,"Waitakaruru School",8,2005,2007,4
2070,"Waiterimu School",7,2000,2002,3
2070,"Waiterimu School",8,2008,2014,3
2070,"Waiterimu School",9,2003,2007,3
2071,"Waitetuna School",6,2008,2014,4
2071,"Waitetuna School",8,2015,2017,4
2071,"Waitetuna School",9,2000,2002,4
2071,"Waitetuna School",10,2003,2007,4
2072,"Waitoa School",2,2003,2015,3
2072,"Waitoa School",3,2008,2014,3
2072,"Waitoa School",4,2000,2002,3
2073,"Waitomo Caves School",5,2008,2014,5
2073,"Waitomo Caves School",6,2000,2002,5
2073,"Waitomo Caves School",7,2015,2017,5
2073,"Waitomo Caves School",8,2003,2004,5
2073,"Waitomo Caves School",9,2005,2007,5
2074,"Walton School",7,2015,2017,3
2074,"Walton School",8,2000,2007,3
2074,"Walton School",9,2008,2014,3
2075,"Wairere School",4,2015,2017,5
2075,"Wairere School",6,2011,2014,5
2075,"Wairere School",7,2003,2007,5
2075,"Wairere School",8,2002,2010,5
2075,"Wairere School",10,2000,2001,5
2076,"Welcome Bay School",4,2000,2017,1
2077,"Westbrook School",4,2008,2017,2
2077,"Westbrook School",5,2000,2007,2
2078,"Western Heights Primary School (Rotorua)",1,2015,2017,2
2078,"Western Heights Primary School (Rotorua)",2,2000,2014,2
2079,"Whakamarama School",7,2000,2004,4
2079,"Whakamarama School",8,2005,2014,4
2079,"Whakamarama School",9,2017,2017,4
2079,"Whakamarama School",10,2015,2016,4
2080,"Whakamaru School",1,2005,2007,4
2080,"Whakamaru School",2,2003,2004,4
2080,"Whakamaru School",3,2000,2014,4
2080,"Whakamaru School",4,2015,2017,4
2081,"Whakarewarewa School",1,2000,2002,2
2081,"Whakarewarewa School",2,2003,2017,2
2082,"Whakatane Intermediate",4,2000,2017,1
2083,"Whangamarino School",2,2000,2017,3
2083,"Whangamarino School",3,2003,2014,3
2083,"Whangamarino School",4,2005,2007,3
2084,"Te Kura Mana Maori o Whangaparaoa",1,2008,2014,2
2084,"Te Kura Mana Maori o Whangaparaoa",2,2000,2017,2
2085,"ACG Parnell College",10,2008,2014,2
2085,"ACG Parnell College",99,2000,2017,2
2086,"Wharepapa South School",8,2003,2017,2
2086,"Wharepapa South School",9,2000,2002,2
2087,"Whatawhata School",4,2000,2002,5
2087,"Whatawhata School",5,2003,2004,5
2087,"Whatawhata School",6,2005,2007,5
2087,"Whatawhata School",7,2008,2014,5
2087,"Whatawhata School",8,2015,2017,5
2088,"Whenuakite School",7,2005,2017,2
2088,"Whenuakite School",8,2000,2014,2
2089,"Whitehall School",10,2000,2012,1
2090,"Whitikahu School",9,2000,2017,1
2091,"Whitiora School",2,2000,2007,2
2091,"Whitiora School",3,2008,2017,2
2092,"Woodlands School (Opotiki)",3,2006,2017,4
2092,"Woodlands School (Opotiki)",4,2003,2004,4
2092,"Woodlands School (Opotiki)",5,2005,2005,4
2092,"Woodlands School (Opotiki)",6,2000,2002,4
2093,"Woodstock School",5,2000,2017,2
2093,"Woodstock School",6,2003,2014,2
2094,"Marian Catholic School (Hamilton)",7,2003,2017,2
2094,"Marian Catholic School (Hamilton)",8,2000,2002,2
2095,"Kaponga School",4,2005,2014,4
2095,"Kaponga School",6,2015,2017,4
2096,"Crawshaw School",1,2000,2017,1
2097,"Manaia School (Taranaki)",3,2005,2017,4
2097,"Manaia School (Taranaki)",4,2008,2014,4
2098,"Matapu School",5,2005,2007,5
2098,"Matapu School",6,2015,2017,5
2098,"Matapu School",7,2008,2014,5
2099,"Trentham School",4,2008,2014,3
2099,"Trentham School",5,2005,2017,3
2100,"Koraunui School",3,2015,2017,2
2100,"Koraunui School",4,2005,2014,2
2101,"Tautoro School",1,2008,2017,3
2101,"Tautoro School",2,2005,2007,3
2102,"Maromaku School",3,2008,2017,3
2102,"Maromaku School",5,2005,2007,3
2103,"Moerewa School",1,2005,2017,2
2104,"TKKM o Taumarere",1,2005,2014,3
2104,"TKKM o Taumarere",2,2015,2017,3
2105,"Awahono School - Grey Valley",4,2005,2014,2
2105,"Awahono School - Grey Valley",5,2015,2017,2
2106,"Paparoa Range School",3,2005,2014,2
2106,"Paparoa Range School",5,2015,2017,2
2107,"Geraldine Primary School",7,2005,2007,4
2107,"Geraldine Primary School",8,2008,2017,4
2108,"Winchester Rural School",5,2005,2014,2
2108,"Winchester Rural School",7,2015,2017,2
2109,"Temuka Primary School",4,2005,2007,4
2109,"Temuka Primary School",5,2008,2017,4
2110,"Oceanview Heights School",2,2008,2017,2
2110,"Oceanview Heights School",3,2005,2007,2
2111,"Grantlea Downs School",3,2005,2007,3
2111,"Grantlea Downs School",4,2008,2014,3
2111,"Grantlea Downs School",5,2015,2017,3
2112,"Barton Rural School",8,2005,2014,2
2112,"Barton Rural School",9,2015,2017,2
2113,"Bluestone School",4,2005,2007,2
2113,"Bluestone School",5,2008,2017,2
2114,"Beaconsfield School",7,2005,2007,4
2114,"Beaconsfield School",8,2008,2014,4
2114,"Beaconsfield School",9,2015,2017,4
2115,"Timaru South School",2,2005,2017,3
2115,"Timaru South School",3,2008,2014,3
2116,"New River Primary",1,2015,2017,2
2116,"New River Primary",2,2005,2014,2
2117,"Fernworth Primary School",2,2005,2017,1
2118,"Newfield Park School",2,2008,2014,2
2118,"Newfield Park School",3,2005,2017,2
2119,"Donovan Primary School",5,2008,2014,2
2119,"Donovan Primary School",6,2005,2017,2
2120,"Bluff School",2,2005,2014,3
2120,"Bluff School",3,2015,2017,3
2123,"Lake Brunner School",6,2005,2014,4
2123,"Lake Brunner School",7,2008,2017,4
2125,"Coromandel Rudolf Steiner School",99,2005,2007,1
2126,"Jean Seabrook Memorial School",8,2008,2014,2
2126,"Jean Seabrook Memorial School",99,2005,2017,2
2150,"Ahititi School",3,2003,2014,4
2150,"Ahititi School",4,2015,2017,4
2150,"Ahititi School",5,2002,2009,4
2150,"Ahititi School",6,2000,2001,4
2151,"Ararata School",6,2000,2000,1
2152,"Auroa School",6,2005,2007,3
2152,"Auroa School",7,2000,2004,3
2152,"Auroa School",8,2003,2017,3
2153,"Avon School",1,2000,2017,2
2153,"Avon School",3,2003,2007,2
2157,"Bell Block School",4,2003,2007,3
2157,"Bell Block School",5,2008,2017,3
2157,"Bell Block School",6,2000,2002,3
2160,"Central School",8,2008,2017,2
2160,"Central School",9,2000,2007,2
2161,"Devon Intermediate",4,2008,2017,2
2161,"Devon Intermediate",5,2000,2007,2
2162,"Douglas School",8,2005,2005,3
2162,"Douglas School",9,2003,2004,3
2162,"Douglas School",10,2000,2002,3
2163,"Dudley School",6,2000,2001,1
2164,"Egmont Village School",8,2003,2017,2
2164,"Egmont Village School",9,2000,2014,2
2165,"Eltham School",2,2015,2017,3
2165,"Eltham School",3,2003,2014,3
2165,"Eltham School",4,2000,2007,3
2167,"Fitzroy School",7,2000,2007,2
2167,"Fitzroy School",8,2008,2017,2
2168,"Frankley School",9,2000,2017,2
2168,"Frankley School",10,2008,2014,2
2169,"Fraser Road School",8,2000,2002,1
2170,"Hawera Intermediate",4,2000,2004,2
2170,"Hawera Intermediate",5,2005,2017,2
2171,"Hawera Primary School",4,2008,2017,3
2171,"Hawera Primary School",5,2003,2007,3
2171,"Hawera Primary School",6,2000,2002,3
2172,"Highlands Intermediate",7,2000,2017,2
2172,"Highlands Intermediate",8,2003,2007,2
2173,"Huiakama School",6,2005,2014,3
2173,"Huiakama School",7,2000,2004,3
2173,"Huiakama School",9,2015,2017,3
2175,"Huirangi School",2,2008,2014,3
2175,"Huirangi School",4,2003,2017,3
2175,"Huirangi School",6,2000,2002,3
2177,"Inglewood School",5,2000,2017,2
2177,"Inglewood School",7,2015,2016,2
2178,"Kaimata School",5,2015,2017,3
2178,"Kaimata School",6,2008,2014,3
2178,"Kaimata School",9,2000,2007,3
2179,"Kaimiro School",6,2000,2002,2
2179,"Kaimiro School",7,2003,2005,2
2180,"Kaponga School",4,2003,2004,4
2180,"Kaponga School",5,2000,2002,4
2181,"Kapuni School",3,2003,2004,2
2181,"Kapuni School",8,2000,2002,2
2182,"Lepperton School",9,2000,2017,1
2183,"Mahoe School",5,2000,2002,2
2183,"Mahoe School",6,2003,2004,2
2184,"Mahoenui School",6,2000,2002,3
2184,"Mahoenui School",7,2003,2004,3
2184,"Mahoenui School",8,2005,2005,3
2185,"Makahu School",6,2008,2014,3
2185,"Makahu School",8,2003,2017,3
2185,"Makahu School",9,2000,2002,3
2186,"Manaia School (Taranaki)",1,2000,2002,4
2186,"Manaia School (Taranaki)",3,2003,2004,4
2188,"Mangatoki School",6,2003,2004,2
2188,"Mangatoki School",8,2000,2002,2
2189,"Mangorei School",10,2000,2017,1
2190,"Manukorihi Intermediate",1,2000,2002,3
2190,"Manukorihi Intermediate",2,2003,2014,3
2190,"Manukorihi Intermediate",3,2015,2017,3
2191,"Marco School",4,2000,2002,5
2191,"Marco School",6,2003,2004,5
2191,"Marco School",7,2005,2007,5
2191,"Marco School",8,2008,2017,5
2191,"Marco School",9,2015,2015,5
2192,"Marfell School",1,2008,2014,2
2192,"Marfell School",2,2000,2017,2
2193,"Matapu School",7,2003,2004,5
2193,"Matapu School",8,2000,2002,5
2194,"Matau School",6,2005,2006,2
2194,"Matau School",7,2000,2004,2
2195,"Matiere School",2,2008,2014,3
2195,"Matiere School",4,2000,2007,3
2195,"Matiere School",5,2015,2017,3
2197,"Merrilands School",6,2008,2014,3
2197,"Merrilands School",7,2003,2017,3
2197,"Merrilands School",8,2000,2002,3
2198,"Midhirst School",4,2005,2007,3
2198,"Midhirst School",5,2003,2004,3
2198,"Midhirst School",6,2000,2017,3
2199,"Mimi School",4,2003,2014,3
2199,"Mimi School",6,2001,2002,3
2199,"Mimi School",7,2000,2017,3
2200,"Mokau School",2,2000,2007,4
2200,"Mokau School",3,2008,2014,4
2200,"Mokau School",6,2017,2017,4
2200,"Mokau School",7,2015,2016,4
2201,"Mokoia School",5,2015,2017,4
2201,"Mokoia School",6,2003,2007,4
2201,"Mokoia School",7,2008,2014,4
2201,"Mokoia School",8,2000,2002,4
2202,"Motunui School",2,2000,2006,1
2203,"Moturoa School",3,2000,2014,2
2203,"Moturoa School",4,2005,2017,2
2204,"Newall School",6,2000,2004,1
2205,"Ngaere School",6,2005,2007,3
2205,"Ngaere School",7,2000,2017,3
2205,"Ngaere School",8,2008,2014,3
2206,"Norfolk School",8,2008,2014,2
2206,"Norfolk School",9,2000,2017,2
2207,"Normanby School",3,2000,2007,3
2207,"Normanby School",4,2008,2014,3
2207,"Normanby School",5,2015,2017,3
2208,"Oakura School",9,2000,2004,2
2208,"Oakura School",10,2005,2017,2
2209,"Oaonui School",6,2000,2002,2
2209,"Oaonui School",7,2003,2003,2
2211,"Ohangai School",7,2008,2012,3
2211,"Ohangai School",8,2005,2007,3
2211,"Ohangai School",9,2000,2004,3
2212,"Okaiawa School",3,2000,2002,2
2212,"Okaiawa School",5,2003,2004,2
2213,"Okato Primary School",5,2003,2004,2
2213,"Okato Primary School",6,2000,2002,2
2214,"Omata School",8,2008,2014,3
2214,"Omata School",9,2000,2007,3
2214,"Omata School",10,2015,2017,3
2215,"Ongarue School",2,2015,2017,6
2215,"Ongarue School",3,2008,2014,6
2215,"Ongarue School",4,2007,2007,6
2215,"Ongarue School",6,2003,2006,6
2215,"Ongarue School",8,2001,2002,6
2215,"Ongarue School",9,2000,2000,6
2216,"Opunake School",2,2000,2002,4
2216,"Opunake School",3,2003,2004,4
2216,"Opunake School",4,2005,2014,4
2216,"Opunake School",6,2015,2017,4
2217,"Otakeho School",3,2000,2002,1
2219,"Otunui School",1,2005,2007,3
2219,"Otunui School",2,2003,2004,3
2219,"Otunui School",9,2000,2002,3
2220,"Pembroke School",6,2005,2017,2
2220,"Pembroke School",7,2000,2004,2
2221,"Pihama School",7,2003,2003,2
2221,"Pihama School",8,2000,2002,2
2223,"Puketapu School (New Plymouth)",4,2000,2017,1
2224,"Pungarehu School",3,2000,2002,2
2224,"Pungarehu School",5,2003,2004,2
2225,"Rahotu School",5,2003,2004,4
2225,"Rahotu School",6,2000,2002,4
2226,"Ramanui School",2,2008,2017,2
2226,"Ramanui School",3,2000,2007,2
2227,"Ratapiko School",7,2015,2017,2
2227,"Ratapiko School",9,2000,2014,2
2228,"Rawhitiroa School",6,2005,2014,3
2228,"Rawhitiroa School",7,2003,2004,3
2228,"Rawhitiroa School",8,2000,2017,3
2229,"Riverlea School",7,2000,2002,2
2229,"Riverlea School",8,2003,2003,2
2231,"Sacred Heart School (Manaia)",1,2000,2000,1
2232,"Spotswood Primary School",3,2003,2007,2
2232,"Spotswood Primary School",4,2000,2017,2
2233,"St John Bosco School (New Plymouth)",8,2000,2017,1
2234,"St Joseph's School (Eltham)",4,2000,2002,1
2235,"St Joseph's School (Hawera)",6,2000,2017,2
2235,"St Joseph's School (Hawera)",7,2003,2007,2
2236,"St Joseph's School (New Plymouth)",6,2003,2007,3
2236,"St Joseph's School (New Plymouth)",7,2000,2014,3
2236,"St Joseph's School (New Plymouth)",8,2015,2017,3
2237,"St Joseph's School (Opunake)",4,2000,2002,2
2237,"St Joseph's School (Opunake)",6,2003,2017,2
2238,"St Joseph's School (Stratford)",3,2000,2002,3
2238,"St Joseph's School (Stratford)",4,2003,2007,3
2238,"St Joseph's School (Stratford)",6,2008,2017,3
2239,"St Joseph's School (Waitara)",1,2000,2007,3
2239,"St Joseph's School (Waitara)",2,2008,2014,3
2239,"St Joseph's School (Waitara)",3,2015,2017,3
2240,"St Patrick's School (Kaponga)",3,2000,2002,4
2240,"St Patrick's School (Kaponga)",5,2008,2017,4
2240,"St Patrick's School (Kaponga)",6,2007,2007,4
2240,"St Patrick's School (Kaponga)",7,2003,2006,4
2241,"St Patrick's School (Inglewood)",5,2000,2014,3
2241,"St Patrick's School (Inglewood)",6,2005,2017,3
2241,"St Patrick's School (Inglewood)",7,2003,2004,3
2242,"St Pius X School (New Plymouth)",8,2000,2014,2
2242,"St Pius X School (New Plymouth)",9,2015,2017,2
2243,"Stanley School",5,2003,2004,2
2243,"Stanley School",6,2000,2002,2
2244,"Stratford School",4,2003,2014,2
2244,"Stratford School",5,2000,2017,2
2245,"Tahora School",4,2000,2002,2
2245,"Tahora School",8,2003,2006,2
2246,"Tarata School",7,2000,2001,1
2248,"Tawhiti School",3,2000,2002,4
2248,"Tawhiti School",4,2008,2014,4
2248,"Tawhiti School",5,2003,2007,4
2248,"Tawhiti School",6,2015,2017,4
2249,"Te Kiri School",7,2000,2003,1
2251,"Tikorangi School",4,2003,2017,2
2251,"Tikorangi School",6,2000,2002,2
2252,"Tokaora School",3,2003,2004,2
2252,"Tokaora School",4,2000,2002,2
2253,"Tokirima School",6,2008,2014,4
2253,"Tokirima School",7,2001,2004,4
2253,"Tokirima School",8,2005,2007,4
2253,"Tokirima School",9,2000,2017,4
2254,"Toko School",7,2003,2017,3
2254,"Toko School",8,2008,2014,3
2254,"Toko School",9,2000,2002,3
2255,"Turuturu School",5,2015,2017,2
2255,"Turuturu School",6,2000,2014,2
2256,"Urenui School",5,2000,2017,1
2257,"Uruti School",3,2003,2014,2
2257,"Uruti School",4,2000,2017,2
2258,"Vogeltown School",6,2000,2017,3
2258,"Vogeltown School",7,2003,2014,3
2258,"Vogeltown School",8,2008,2012,3
2260,"Waitara Central School",1,2000,2007,2
2260,"Waitara Central School",2,2008,2017,2
2261,"Waitara East School",2,2000,2017,1
2262,"Waitoriki School",4,2008,2014,3
2262,"Waitoriki School",7,2000,2017,3
2262,"Waitoriki School",8,2003,2004,3
2263,"Warea School",4,2003,2004,2
2263,"Warea School",6,2000,2002,2
2264,"Welbourn School",7,2000,2007,2
2264,"Welbourn School",8,2008,2017,2
2265,"West End Te Kura O Morere",5,2003,2014,2
2265,"West End Te Kura O Morere",6,2000,2017,2
2266,"Westown School",3,2008,2017,3
2266,"Westown School",5,2003,2007,3
2266,"Westown School",6,2000,2002,3
2267,"Whareorino School",5,2000,2014,3
2267,"Whareorino School",8,2003,2007,3
2267,"Whareorino School",9,2015,2017,3
2268,"Woodleigh School",6,2003,2007,3
2268,"Woodleigh School",7,2008,2017,3
2268,"Woodleigh School",8,2000,2002,3
2330,"Aberfeldy School",2,2008,2017,4
2330,"Aberfeldy School",3,2003,2004,4
2330,"Aberfeldy School",4,2005,2007,4
2330,"Aberfeldy School",7,2000,2002,4
2332,"Aokautere School",10,2000,2017,1
2333,"Apiti School",5,2005,2007,3
2333,"Apiti School",6,2000,2004,3
2333,"Apiti School",9,2008,2017,3
2334,"Arahunga School",2,2000,2007,3
2334,"Arahunga School",3,2015,2017,3
2334,"Arahunga School",4,2008,2014,3
2335,"Aramoho School",1,2008,2014,2
2335,"Aramoho School",2,2000,2016,2
2336,"Aranui School (Wanganui)",1,2005,2017,2
2336,"Aranui School (Wanganui)",2,2000,2004,2
2337,"Ashhurst School",7,2003,2017,2
2337,"Ashhurst School",8,2000,2002,2
2338,"Awahou School",7,2000,2017,3
2338,"Awahou School",9,2003,2007,3
2338,"Awahou School",10,2008,2014,3
2339,"Awapuni School (P.North)",2,2000,2017,2
2339,"Awapuni School (P.North)",3,2003,2007,2
2341,"Bainesse School",4,2008,2014,2
2341,"Bainesse School",5,2000,2017,2
2342,"Brunswick School",7,2008,2017,3
2342,"Brunswick School",8,2003,2007,3
2342,"Brunswick School",9,2000,2002,3
2343,"Bulls School",5,2003,2017,3
2343,"Bulls School",6,2008,2014,3
2343,"Bulls School",7,2000,2002,3
2344,"Bunnythorpe School",4,2015,2017,3
2344,"Bunnythorpe School",5,2008,2014,3
2344,"Bunnythorpe School",6,2000,2007,3
2345,"Carlton School",2,2008,2014,3
2345,"Carlton School",3,2015,2017,3
2345,"Carlton School",4,2000,2007,3
2346,"Castlecliff School",1,2000,2017,1
2347,"Cheltenham School",2,2015,2016,3
2347,"Cheltenham School",5,2003,2004,3
2347,"Cheltenham School",6,2000,2014,3
2348,"Churton School",3,2003,2017,2
2348,"Churton School",4,2000,2002,2
2349,"Clifton School (Bulls)",4,2015,2017,5
2349,"Clifton School (Bulls)",6,2008,2014,5
2349,"Clifton School (Bulls)",7,2000,2002,5
2349,"Clifton School (Bulls)",8,2003,2004,5
2349,"Clifton School (Bulls)",9,2005,2007,5
2350,"Cloverlea School",3,2015,2017,3
2350,"Cloverlea School",4,2008,2014,3
2350,"Cloverlea School",5,2000,2007,3
2351,"TKKM o Otepoti",2,2003,2017,2
2351,"TKKM o Otepoti",3,2000,2014,2
2352,"Coley Street School",2,2000,2017,1
2353,"College Street Normal School",8,2015,2017,3
2353,"College Street Normal School",9,2008,2014,3
2353,"College Street Normal School",10,2000,2007,3
2354,"Colyton School",9,2000,2017,1
2355,"Durie Hill School",5,2015,2017,4
2355,"Durie Hill School",6,2008,2014,4
2355,"Durie Hill School",7,2003,2007,4
2355,"Durie Hill School",8,2000,2002,4
2356,"Feilding Intermediate",5,2000,2017,1
2357,"Fordell School",6,2008,2014,3
2357,"Fordell School",7,2000,2017,3
2357,"Fordell School",8,2005,2007,3
2358,"Foxton Beach School",2,2003,2007,3
2358,"Foxton Beach School",3,2000,2014,3
2358,"Foxton Beach School",5,2015,2017,3
2359,"Foxton School",1,2000,2017,2
2359,"Foxton School",2,2008,2012,2
2360,"Glen Oroua School",6,2000,2002,3
2360,"Glen Oroua School",9,2005,2017,3
2360,"Glen Oroua School",10,2003,2004,3
2361,"Gonville School",2,2008,2017,2
2361,"Gonville School",3,2000,2007,2
2362,"Halcombe Primary School",4,2000,2002,3
2362,"Halcombe Primary School",7,2003,2014,3
2362,"Halcombe Primary School",8,2015,2017,3
2363,"Somerset Crescent School",1,2008,2017,2
2363,"Somerset Crescent School",2,2000,2007,2
2364,"Hiwinui School",9,2003,2017,2
2364,"Hiwinui School",10,2000,2014,2
2365,"Hokowhitu School",7,2015,2017,3
2365,"Hokowhitu School",8,2008,2014,3
2365,"Hokowhitu School",10,2000,2007,3
2366,"Hunterville Consolidated School",5,2000,2017,4
2366,"Hunterville Consolidated School",7,2008,2014,4
2366,"Hunterville Consolidated School",8,2003,2004,4
2366,"Hunterville Consolidated School",9,2005,2007,4
2367,"Hurleyville School",4,2008,2014,4
2367,"Hurleyville School",5,2005,2016,4
2367,"Hurleyville School",6,2003,2004,4
2367,"Hurleyville School",7,2000,2002,4
2368,"James Cook School",2,2005,2017,2
2368,"James Cook School",3,2000,2004,2
2369,"Kai Iwi School",5,2008,2014,4
2369,"Kai Iwi School",6,2015,2017,4
2369,"Kai Iwi School",7,2000,2002,4
2369,"Kai Iwi School",8,2003,2007,4
2370,"Kairanga School",8,2000,2017,1
2371,"Kaitieke School",6,2000,2002,4
2371,"Kaitieke School",7,2003,2007,4
2371,"Kaitieke School",8,2008,2014,4
2371,"Kaitieke School",10,2015,2017,4
2372,"Kaitoke School (Wanganui)",5,2015,2017,3
2372,"Kaitoke School (Wanganui)",7,2003,2014,3
2372,"Kaitoke School (Wanganui)",8,2000,2002,3
2373,"Kakahi School",1,2000,2015,2
2373,"Kakahi School",2,2003,2014,2
2374,"Kakaramea School",4,2000,2002,3
2374,"Kakaramea School",5,2008,2017,3
2374,"Kakaramea School",6,2003,2007,3
2375,"Kakatahi School",2,2015,2017,5
2375,"Kakatahi School",3,2008,2014,5
2375,"Kakatahi School",6,2000,2002,5
2375,"Kakatahi School",9,2003,2004,5
2375,"Kakatahi School",10,2005,2007,5
2377,"TKKM o Tupoho",1,2000,2017,1
2378,"Keith Street School",2,2003,2017,2
2378,"Keith Street School",3,2000,2002,2
2379,"Kimbolton School",4,2000,2002,4
2379,"Kimbolton School",5,2005,2017,4
2379,"Kimbolton School",6,2003,2004,4
2379,"Kimbolton School",7,2008,2014,4
2380,"Kirikau School",6,2008,2012,4
2380,"Kirikau School",7,2000,2002,4
2380,"Kirikau School",9,2005,2007,4
2380,"Kirikau School",10,2003,2004,4
2381,"Kiwi Street School",1,2000,2002,2
2381,"Kiwi Street School",2,2003,2003,2
2382,"Kiwitea School",7,2005,2007,4
2382,"Kiwitea School",8,2001,2004,4
2382,"Kiwitea School",9,2015,2017,4
2382,"Kiwitea School",10,2000,2014,4
2383,"TKKM o Ngati Ruanui",1,2000,2014,2
2383,"TKKM o Ngati Ruanui",2,2003,2017,2
2384,"Te Kura o Kokohuia",1,2000,2017,1
2385,"Kopane School",8,2000,2017,2
2385,"Kopane School",9,2003,2007,2
2386,"Linton Camp School",7,2003,2004,4
2386,"Linton Camp School",8,2000,2002,4
2386,"Linton Camp School",9,2005,2007,4
2386,"Linton Camp School",10,2008,2017,4
2387,"Linton Country School",6,2015,2017,3
2387,"Linton Country School",9,2000,2014,3
2387,"Linton Country School",10,2003,2007,3
2388,"Longburn School",4,2015,2017,3
2388,"Longburn School",5,2005,2014,3
2388,"Longburn School",6,2000,2004,3
2389,"Lytton Street School",3,2008,2014,3
2389,"Lytton Street School",4,2003,2017,3
2389,"Lytton Street School",5,2000,2002,3
2390,"Manchester Street School",6,2000,2017,2
2390,"Manchester Street School",7,2005,2007,2
2391,"Mangamahu Primary School",2,2014,2014,5
2391,"Mangamahu Primary School",3,2015,2017,5
2391,"Mangamahu Primary School",5,2008,2013,5
2391,"Mangamahu Primary School",6,2003,2007,5
2391,"Mangamahu Primary School",8,2000,2002,5
2392,"Mangaweka School",5,2000,2007,3
2392,"Mangaweka School",6,2015,2017,3
2392,"Mangaweka School",7,2008,2014,3
2393,"Manunui School",1,2000,2014,2
2393,"Manunui School",2,2015,2017,2
2395,"St Marcellin School (Wanganui)",2,2015,2017,2
2395,"St Marcellin School (Wanganui)",3,2000,2014,2
2396,"Marton Junction School",1,2000,2014,2
2396,"Marton Junction School",2,2003,2017,2
2397,"Marton School",3,2008,2017,3
2397,"Marton School",4,2001,2007,3
2397,"Marton School",5,2000,2000,3
2398,"Mataroa School",5,2006,2014,4
2398,"Mataroa School",6,2000,2002,4
2398,"Mataroa School",7,2003,2017,4
2398,"Mataroa School",8,2005,2005,4
2400,"Milson School",4,2015,2017,3
2400,"Milson School",5,2008,2014,3
2400,"Milson School",6,2000,2007,3
2401,"Moawhango School",5,2003,2017,2
2401,"Moawhango School",6,2000,2014,2
2402,"Monrad Intermediate",3,2008,2017,2
2402,"Monrad Intermediate",4,2000,2007,2
2403,"Mosston School",4,2015,2017,3
2403,"Mosston School",5,2003,2014,3
2403,"Mosston School",7,2000,2002,3
2404,"Mount Biggs School",8,2005,2014,2
2404,"Mount Biggs School",9,2000,2017,2
2405,"National Park School",3,2000,2014,3
2405,"National Park School",5,2005,2017,3
2405,"National Park School",6,2003,2004,3
2406,"Newbury School",8,2015,2017,3
2406,"Newbury School",9,2003,2014,3
2406,"Newbury School",10,2000,2002,3
2407,"Ngamatapouri School",3,2000,2002,4
2407,"Ngamatapouri School",4,2003,2014,4
2407,"Ngamatapouri School",5,2015,2017,4
2407,"Ngamatapouri School",9,2008,2008,4
2408,"Ngamatea School",4,2000,2002,4
2408,"Ngamatea School",6,2008,2014,4
2408,"Ngamatea School",7,2015,2016,4
2408,"Ngamatea School",9,2003,2007,4
2409,"North Street School",3,2015,2017,2
2409,"North Street School",4,2000,2014,2
2410,"Ohakune School",3,2015,2017,3
2410,"Ohakune School",4,2000,2002,3
2410,"Ohakune School",5,2003,2014,3
2411,"Ohingaiti School",6,2000,2001,1
2412,"Okoia School",1,2008,2014,4
2412,"Okoia School",2,2015,2017,4
2412,"Okoia School",3,2003,2007,4
2412,"Okoia School",7,2000,2002,4
2413,"Orautoha School",2,2015,2017,4
2413,"Orautoha School",5,2000,2004,4
2413,"Orautoha School",6,2005,2014,4
2413,"Orautoha School",8,2008,2010,4
2414,"Oroua Downs School",3,2003,2007,2
2414,"Oroua Downs School",5,2000,2017,2
2415,"Otairi School",7,2008,2009,3
2415,"Otairi School",8,2000,2007,3
2415,"Otairi School",9,2003,2004,3
2416,"Our Lady of Lourdes School (P North)",4,2008,2014,2
2416,"Our Lady of Lourdes School (P North)",5,2000,2017,2
2417,"Owhango School",4,2000,2017,2
2417,"Owhango School",5,2008,2014,2
2418,"Central Normal School",4,2000,2017,2
2418,"Central Normal School",5,2003,2007,2
2419,"Palmerston North Intermediate",8,2015,2017,2
2419,"Palmerston North Intermediate",9,2000,2014,2
2420,"Papanui Junction School",5,2008,2014,4
2420,"Papanui Junction School",6,2000,2017,4
2420,"Papanui Junction School",9,2003,2004,4
2420,"Papanui Junction School",10,2005,2007,4
2421,"Parewanui School",5,2000,2002,1
2423,"Parikino School",1,2000,2002,2
2423,"Parikino School",2,2003,2005,2
2424,"Parkland School (P North)",7,2000,2017,2
2424,"Parkland School (P North)",8,2003,2007,2
2425,"Patea School",1,2003,2004,2
2425,"Patea School",2,2000,2002,2
2426,"Pipiriki School",2,2000,2002,2
2426,"Pipiriki School",3,2003,2005,2
2428,"Pukeokahu School",7,2000,2007,3
2428,"Pukeokahu School",8,2003,2004,3
2428,"Pukeokahu School",9,2008,2017,3
